"filename", "language", "JSON", "YAML", "Markdown", "Dart", "Properties", "Groovy", "Swift", "XML", "C++", "HTML", "comment", "blank", "total"
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/event_temperature/event_type_card_temperature.dart", "Dart", 0, 0, 0, 347, 0, 0, 0, 0, 0, 0, 0, 8, 355
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/event_water/show_water_menu.dart", "Dart", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 1, 5, 206
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_delete_func.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 1, 21, 124
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_service.dart", "Dart", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 12, 146
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_stomach.dart", "Dart", 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 10, 149
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_tile.dart", "Dart", 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 2, 13, 262
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_type_card.dart", "Dart", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 2, 44
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_type_selection.dart", "Dart", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 3, 107
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_walk.dart", "Dart", 0, 0, 0, 302, 0, 0, 0, 0, 0, 0, 4, 21, 327
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/others/event_weight.dart", "Dart", 0, 0, 0, 272, 0, 0, 0, 0, 0, 0, 0, 13, 285
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/walk/event_walk_build_time_selector.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 2, 43
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/walk/event_walk_cancel_walk.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/events/walk/event_walk_many_hours_alert.dart", "Dart", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 4, 41
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/health/event_list_item_builder.dart", "Dart", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 4, 44
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/health/get_all_tiles.dart", "Dart", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/health/health_tile.dart", "Dart", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 4, 67
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/others/my_textfield.dart", "Dart", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/others/signin_button.dart", "Dart", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/pet_detail/pet_detail_icon_widget.dart", "Dart", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 3, 6, 130
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/pet_detail/pet_detail_name_age_button_widget.dart", "Dart", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 3, 6, 102
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/achievement_widgets/initialize_achievements.dart", "Dart", 0, 0, 0, 268, 0, 0, 0, 0, 0, 0, 4, 8, 280
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/activity_data_row.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/arrow_button.dart", "Dart", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/average_section.dart", "Dart", 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 10, 97
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/day_view.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 4, 61
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/month_view.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 4, 106
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/popup.dart", "Dart", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 6, 110
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/section_title.dart", "Dart", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/summary_section.dart", "Dart", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 8, 115
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/switch_widget.dart", "Dart", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 4, 59
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_activity_widgets/week_view.dart", "Dart", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 5, 124
"/Users/patrykkrzemien/Documents/GitHub/pupil_app/lib/src/components/widgets_todo_task_foldery/health_events_widgets/health_event_card.dart", "Dart", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 4, 94
